Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Italy,ITA,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,30.098846361575603,30.3960905631045,31.822806559539103,34.06466657501,40.802895381343795,37.400447310615505,41.1921514990034,41.8095570191115,41.2681875722394,43.71041885233021,42.972656325645104,45.28203795846621,43.508289137292614,40.18969409963979,42.4356674390866,42.6371549730132,36.1633470093999,35.5626085369171,35.1111015207766,37.0527692929042,36.3217494106079,33.878437363787604,34.9137116159586,37.759229174794605,40.4550287116882,45.68455416642379,42.878698334892995,44.58850597693629,45.0927382309319,44.6207908015108,50.4055898251238,50.03480463092521,48.05792429881411,46.1488447781921,47.4303303888471,49.301010762131796,53.168179184623696,55.061455631697996,54.4928757988188,45.4187617874817,52.006188374281905,55.1455224600271,55.65472084460161,54.8675793967737,55.32211515064221,56.4181761616088,55.374025833248304,58.7043558287225,60.40778139428921,
Italy,ITA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,14.935308764371701,14.816035770601001,15.509280868164401,17.959219069836603,22.2788766839637,18.668192322611002,21.1474477967059,20.4298823450946,19.589431037352107,21.325189867056398,22.7865569324763,23.616687603476898,22.3883172486198,19.8567789974307,21.431051345859306,21.52456206088589,17.459425899706098,17.5785578110803,17.533113495577098,18.536110777656802,18.0623118710358,16.8424279935829,17.434521704454,17.360133143678,18.5839402991086,21.012064641578103,19.174016111138602,20.4387154276353,21.0297859404713,21.4200491086453,24.7778577250385,24.3857929628241,23.6504569605133,22.846651865801,23.4205019696086,24.6999183803436,26.9946907515411,27.700413378466397,27.630101104024305,23.019600053485302,26.932138522965,28.2730589939396,27.2754780086443,26.2343363170751,26.213286964233106,26.702193789247602,26.042732851530598,27.8619485480206,28.954344838008694,
Italy,ITA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,15.1635375972039,15.5800547925035,16.3135256913748,16.105447505173398,18.5240186973801,18.732254988004502,20.044703702297397,21.379674674016897,21.6787565348873,22.3852289852737,20.1860993931687,21.6653503549893,21.1199718886728,20.3329151022091,21.004616093227398,21.1125929121273,18.703921109693894,17.984050725836802,17.5779880251996,18.5166585152475,18.2594375395721,17.0360093702047,17.4791899115047,20.399096031116606,21.871088412579603,24.6724895248457,23.704682223754396,24.149790549301,24.0629522904606,23.2007416928655,25.6277321000853,25.6490116681011,24.4074673383008,23.3021929123911,24.009828419238506,24.601092381788202,26.1734884330826,27.361042253231602,26.862774694794396,22.399161733996397,25.0740498513169,26.872463466087602,28.3792428359574,28.6332430796987,29.108828186409106,29.715982372361196,29.331292981717702,30.8424072807019,31.453436556280604,
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.1239024390244,69.760243902439,69.149756097561,69.24804878048779,70.3117073170732,70.1717073170732,70.92609756097559,70.9565853658537,70.78,70.81195121951221,71.55878048780491,71.8068292682927,72.0753658536586,72.0263414634146,72.7343902439025,72.6473170731708,72.9919512195122,73.3646341463415,73.6931707317073,74.0026829268293,73.9431707317073,74.35390243902441,74.81463414634149,74.640243902439,75.38951219512201,75.4707317073171,75.7707317073171,76.21951219512201,76.37073170731709,76.819512195122,76.9707317073171,77.0195121951219,77.41951219512201,77.7219512195122,77.92195121951221,78.17073170731709,78.5219512195122,78.8243902439024,78.9756097560976,79.42439024390241,79.7780487804878,80.12682926829271,80.2292682926829,79.9829268292683,80.78048780487809,80.78292682926829,81.28292682926829,81.4341463414634,81.48536585365859,81.6365853658537,82.0365853658537,82.1878048780488,82.2390243902439,82.69024390243901,83.090243902439,82.54390243902441,83.24390243902441,83.24390243902441,,
Italy,ITA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.37,2.42,2.44,2.5,2.65,2.59,2.57,2.5,2.49,2.46,2.38,2.4,2.35,2.3,2.28,2.17,2.04,1.93,1.84,1.73,1.64,1.58,1.56,1.51,1.46,1.42,1.35,1.33,1.36,1.33,1.33,1.3,1.3,1.25,1.21,1.19,1.2,1.21,1.21,1.23,1.26,1.25,1.27,1.29,1.34,1.34,1.37,1.4,1.45,1.45,1.46,1.44,1.43,1.39,1.37,1.35,1.34,1.34,,
Italy,ITA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,774409676689.875,788412115692.591,819484299349.555,864575802744.792,900766863756.375,883366141635.843,941347659188.668,965864327910.842,997497558394.672,1054626883183.98,1089280875648.7,1092205897329.69,1102369868115.33,1116588687550.74,1152146776267.98,1185392645012.76,1240254640909.66,1284991774719.59,1336364407271.6,1381096245173.49,1419205742512.04,1449858982621.96,1460712349151.4,1437776035342.43,1465749874329.92,1499351339026.72,1526562125164.48,1556312846234.19,1594687630339.33,1619684359135.71,1660452414905.0,1699008987975.44,1709065605126.03,1714676098574.1,1735771631641.32,1738964023184.36,1756762390666.88,1787732676980.88,1759555205052.95,1690169781388.68,1702559838447.11,1702670481330.26,1644611177731.08,1620948682804.41,1631869546119.2,1655355000000.0,1692926672582.31,1714374950721.8,1723657973594.62,
Italy,ITA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,7.48641883914016,5.4874777698393205,4.842052489275232,1.95553270968082,2.4020461468496803,5.164163280745241,6.40567760378134,5.87359459594813,5.49917950556602,4.71342067483722,1.34428044727264,3.10348970019818,6.40180593473045,4.81201385791708,-2.67318392284196,6.592319738241731,2.12582746405019,2.8729363910716,5.65322401027726,3.21717011535372,0.723232418069614,0.339224954168117,1.13249117163346,3.2027830351187,2.7683814315476503,2.85436691162933,3.1814302940136496,4.14404208471082,3.3108619952902103,1.90043978320719,1.46817561124544,0.7658076064967221,-0.913401708049989,2.13021548225964,2.88520232953732,1.2383283704836598,1.77635122351289,1.7813243736747102,1.6086347314111298,3.73994653301939,1.89412399481279,0.104759513559856,-0.305508789463318,0.769317663351927,0.323656244406962,1.4851573595770202,0.975922132963376,-1.6159406274292702,-5.71150838276657,1.4009153429996202,0.5342874395848161,-3.24206011995115,-2.97240379999698,-0.917813879753353,0.875477401786128,1.4518753910761395,1.8687146414112696,0.950146897238895,
Italy,ITA,GDP (constant LCU),NY.GDP.MKTP.KN,438315748765.408,474289400145.708,503712656689.483,531969566521.5179,546852491208.289,564723760332.427,598521315329.119,641486841080.379,683469297997.6279,725147665840.9341,763353469900.0,777232060300.0,805915698700.0,863344141600.0,910829287900.0,891791471900.0,955335049000.0,979796410600.0,1011543184000.0,1071822655200.0,1108586347900.0,1117945340100.0,1122569001700.0,1135694117800.0,1172329933500.0,1205132730000.0,1239599187300.0,1279166705200.0,1332819782700.0,1377980828500.0,1405344425900.0,1426964912900.0,1438869731000.0,1426598967200.0,1457285448300.0,1499354900000.0,1518348500000.0,1546137500000.0,1574132100000.0,1599723200000.0,1660304000000.0,1692702700000.0,1697001200000.0,1699353700000.0,1723545600000.0,1737641600000.0,1768756500000.0,1795059200000.0,1777790500000.0,1683906500000.0,1712756800000.0,1724871700000.0,1673454900000.0,1642645500000.0,1642570800000.0,1655355000000.0,1676538100000.0,1705310300000.0,1718515200000.0,
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,8.20724591384771,6.20365045787146,5.60972797819814,2.7977022791150703,3.26802371964163,5.98479422519729,7.178612465561709,6.54455465470546,6.09805999558601,5.2686929654196515,1.81810798630654,3.6904857461655096,7.12586229460925,5.5001411386191705,-2.090162915588,7.12538514913332,2.56050080289685,3.24013979399651,5.9591594460291315,3.4300163857928503,0.844227625365292,0.413585658811044,1.16920350376,3.2258523774842405,2.79808572336518,2.85997188873959,3.19196061964053,4.194377267786311,3.38838351487503,1.98577489860918,1.5384475578756398,0.834275460621242,-0.85280574993206,2.15102364473378,2.88683673806503,1.26678480191715,1.83021223388438,1.8106151619762296,1.6257275993546,3.78695514323979,1.95137155605238,0.25394299896845496,0.138626890776507,1.42359415817907,0.817848973650598,1.79063968081796,1.4870729803678602,-0.9620128405792908,-5.280937208293099,1.71329583916922,0.7073333470344352,-2.98090576823772,-1.84106545088248,-0.0045475423638379215,0.7783043507165809,1.27967112794536,1.71616738086655,0.77434001307563,
Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.1784447715823,2.46455580982798,2.87849638704821,3.21510013267775,3.40505343456793,3.641502446157201,4.07944062148937,4.43148255687564,4.6866127743105,5.04331122129256,5.513392311858469,5.7623182265468715,6.04932145389196,6.471435783767822,6.521514721923809,6.174325441923388,6.592316217340598,6.36534883105407,6.64648995729563,6.88000191555952,6.89248498105296,6.690421637942588,6.53799211538689,6.388587126874911,6.498251683669598,6.575619372201941,6.47489764984918,6.7784061289357815,6.88301251465496,7.215357675101122,7.3617045820783185,7.4683799283635315,7.40416893211442,7.24801299258034,7.1666724896821785,7.57303327300891,7.48906560978832,7.566965197555749,7.7346487614895,7.765755082149822,7.912673166227,7.90443266326278,7.93232304235508,8.171751280416139,8.21648720132938,8.16609012769546,8.07214559567724,7.91734721623538,7.60176496973799,6.79565148637292,6.83837457020099,6.70255761383033,6.20541385845015,5.73294187855659,5.27086678640296,,,,,
