Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
China,CHN,Trade (% of GDP),NE.TRD.GNFS.ZS,8.73409972110741,7.36022072547269,6.96093615556703,6.86533685812705,6.6331042928090405,6.82814302191465,6.72949647905967,6.253483446661461,6.220973568029361,5.45306288859444,4.95240601833575,4.92083519882779,5.75536749725748,8.000145127349251,10.3334865791986,9.55420299391347,8.83691360503246,8.384615384615389,9.650141540626679,11.0865781306023,12.424848527654701,14.897181979976098,19.692968305180894,17.9211027113208,19.0326117398578,20.7128550124155,19.8814799533638,24.857665077842,30.0647705925082,25.1056952042254,24.2731321081918,25.9497241063344,30.1457164555283,36.0560778682802,35.7698149885745,34.2740960269445,33.8147454665978,34.533017359241,32.4246962702613,33.524566731166104,39.4105387873795,38.5273592759292,42.7474036337363,51.8039879999754,59.505524224399004,62.207892866166716,64.4788839037683,62.193368938204095,57.6127176494071,45.1848760487149,50.717072222825,50.740902561420405,48.2675181971109,46.744377906757094,45.0650467046719,39.6290068965728,37.2101982584404,38.149688216263,38.2461541085001,
China,CHN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,4.42827018570165,3.4894100462549704,2.9082774049217,2.8598894496515297,2.8641404177154905,3.1891580161476405,3.23502938529147,2.97625682755546,2.9184106415916498,2.4054632555295097,2.46085011185682,2.13276893646465,2.5074439742987003,3.75879834554822,5.4036849736535,4.8494818226682,4.32644047380044,4.08615384615385,5.094187393558991,5.9237347732584915,6.5132363860758495,7.4496039902587,8.67333893776168,8.40330217864287,9.50591911770801,12.3760532855031,11.1693020665084,12.3755305590728,15.682449773541698,13.2613658201336,10.6584219385709,11.4618459598733,14.4874967792173,19.353783317961,17.2330664184822,16.3230779490987,15.891449914470801,15.039852899528,14.0823746877505,15.3618705728248,18.5170939709101,18.2152135311025,20.1026579597863,24.823231465802998,28.444186641705894,28.3780352999888,28.443858351504893,26.7585672977326,25.0100023270108,20.435017003994602,23.531742418344997,24.1727142766675,22.774998175201503,22.1451222440111,21.4713066389347,18.1857333347036,17.4581934027583,18.186731746546897,18.7313138032856,
China,CHN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,4.30582953540576,3.87081067921772,4.05265875064533,4.005447408475529,3.76896387509354,3.63898500576701,3.4944670937682,3.2772266191060098,3.3025629264377003,3.04759963306493,2.49155590647892,2.78806626236314,3.24792352295878,4.24134678180103,4.92980160554514,4.70472117124527,4.5104731312320085,4.29846153846154,4.55595414706769,5.16284335734386,5.911612141578879,7.44757798971743,11.0196293674193,9.51780053267791,9.52669262214982,8.33680172691235,8.71217788685542,12.4821345187692,14.3823208189665,11.844329384091802,13.6147101696208,14.487878146461101,15.658219676310999,16.7022945503192,18.5367485700923,17.9510180778458,17.9232955521271,19.493164459713,18.3423215825108,18.162696158341397,20.893444816469398,20.312145744826697,22.64474567395,26.9807565341723,31.0613375826931,33.8298575661779,36.0350255522634,35.4348016404715,32.6027153223964,24.749859044720306,27.1853298044799,26.5681882847529,25.4925200219095,24.599255662746,23.5937400657372,21.443273561869198,19.752004855682106,19.9629564697161,19.514840305214502,
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.725,44.051,44.783,45.972,47.592,49.549,51.69600000000001,53.847,55.843,57.603,59.085,60.303,61.344,62.28100000000001,63.13399999999999,63.915,64.631,65.278,65.857,66.377,66.844,67.26,67.627,67.949,68.23100000000001,68.473,68.673,68.831,68.954,69.054,69.145,69.242,69.355,69.49600000000001,69.67,69.885,70.14,70.428,70.737,71.063,71.39699999999998,71.732,72.061,72.381,72.689,72.985,73.271,73.553,73.835,74.119,74.40899999999998,74.708,75.013,75.321,75.62899999999998,75.928,76.21,76.47,,
China,CHN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.756,5.905,6.062,6.206,6.32,6.385,6.384,6.316,6.184,5.9860000000000015,5.725,5.403,5.035,4.643,4.244,3.859,3.508,3.2,2.943,2.745,2.613,2.547,2.536,2.5610000000000004,2.607,2.65,2.6660000000000004,2.643,2.575,2.46,2.309,2.14,1.977,1.838,1.731,1.66,1.622,1.605,1.597,1.595,1.596,1.597,1.6,1.604,1.608,1.612,1.615,1.617,1.62,1.6230000000000002,1.6269999999999998,1.632,1.639,1.6469999999999998,1.656,1.665,1.675,1.683,,
China,CHN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,CHN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,-26.5276436064275,-6.35150486427221,7.62225445983979,15.468995419297901,14.197889010176599,7.60840393389294,-8.16149758545772,-6.571451619824541,13.779340343565302,16.050399292472598,4.1591762059942905,1.2901059690866998,5.327293014737509,0.218005664944926,6.816440509199411,-3.08132198597882,6.11400167387856,9.656892989503481,6.17422407521096,6.463001267104452,3.83379711765011,7.34193134560238,9.24521635440844,13.638334195262301,11.909108399730599,7.331332018477581,9.912166137702073,9.45790115220633,2.60070410742381,2.39361245948719,7.81295779019754,12.824945473561499,12.5660279957052,11.781568694182804,9.750279001358019,8.78218488287077,8.11854811854754,6.8078063193135,6.73927002727235,7.6400016553426,7.55580167175542,8.40191506145082,9.35236426173533,9.459175050314881,10.742552314170403,12.0918362716474,13.636344857516502,9.0938721024024,8.857029818803882,10.103100723313,9.027255944571607,7.33538000995731,7.23786251543072,6.7576220199956385,6.363469300075611,6.16028102541586,6.16177200430054,6.08224115521752,
China,CHN,GDP (constant LCU),NY.GDP.MKTP.KN,989594390034.738,719731999833.215,679570954313.516,749566762575.7041,885837999968.5071,1035987540985.28,1146320214143.45,1080177537738.94,1035890258776.53,1211370068572.97,1445164491762.2,1547193104929.05,1606141162199.84,1730777716412.96,1770758681670.6,1925168838720.69,1894943687899.82,2038390925058.14,2265348722013.08,2437515224886.07,2627804517535.17,2763725440855.95,3010648451555.38,3336858667525.26,3842031432534.18,4358530941153.16,4748170921339.41,5303181358232.61,5898968072122.05,6145891082821.48,6386018047354.86,6979539412522.29,7971762152764.02,9077252329106.4,10262029710719.2,11385642676837.7,12516051689122.3,13671379537348.9,14742889482861.1,15873298495145.6,17221180984743.4,18657412074499.7,20360954313453.5,22404298860709.3,24669647582722.4,27480945346740.6,30976378424806.8,35384747037844.3,38800892910640.0,42448104353081.0,46962944356053.1,51448334825639.0,55491982294432.3,59802940912423.2,64168267899742.4,68599290000000.0,73220601392906.7,78168123001783.2,83301403205864.9,
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-27.270000003946095,-5.579999990136,10.299999995275801,18.179999994202,16.950000002496,10.650000004173599,-5.770000004225071,-4.099999992141431,16.9399999961092,19.299999996256002,7.060000003351799,3.80999999825444,7.7600000016445,2.31000000049113,8.720000000475121,-1.57000000275067,7.569999999171669,11.134164411984198,7.59999999999981,7.80669144981421,5.17241379310325,8.93442622950838,10.8352144469525,15.1391717583165,13.443396226415,8.93970893970896,11.688931297709804,11.234515164459696,4.18586789554539,3.90711389605592,9.29407591344456,14.216163583252197,13.867576015913599,13.052158722235598,10.9492273730686,9.92837246319209,9.23076923076864,7.8376139188070715,7.66748617086645,8.49150849150864,8.339910549855349,9.13064594463313,10.0356030262573,10.1112234580385,11.395775941230399,12.719479020690901,14.2313880356883,9.65428937259918,9.39981317141508,10.6361404632299,9.55091409001014,7.8596274932851,7.768615284128059,7.299518921171241,6.90531667019702,6.7366752526253615,6.75700761091511,6.56697385961871,
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.17038137226978,0.836046900792028,0.661428164381093,0.6400018993602851,0.625646053941047,0.665524211218076,0.710891381561055,0.5741621469750179,0.60545199674633,0.7251495091234571,0.942934534989582,1.04223969658961,1.08067663654397,1.09819569131687,1.09736711056811,1.2501240949590502,1.28528313553995,1.38884289658754,1.5292011096411202,1.5426750986837,1.49525074931082,1.46043181655825,1.56673968353113,1.62905590778943,1.7504480601837302,1.87105479144466,1.93943425697654,2.03841068876927,2.1509052249848,2.15307791087471,2.15157090606377,2.22943963920124,2.30946367545945,2.44280065934625,2.5659938917719303,2.7557549663652496,2.84430958153669,2.82056789057578,2.67674598026467,2.64864924664833,2.6968624332254905,2.74212081298895,3.0070831974383,3.52407409267308,4.03799065100399,4.52317806354125,4.98031419657976,5.334909929166809,5.701915024666799,6.01010243303337,6.56052000702696,7.24151541889549,7.4247509163800895,7.55721104480691,7.543907641449269,,,,,
